,asin,title,description,brand,date,price
1177,B00EUU5GFK,"Serta Works Ergonomic Executive Office Chair with Back in Motion Technology, Black Bonded Leather","[""For more than 75 years, Serta has been an industry leader in comfort products worldwide. That tradition of innovation and quality continues today. From a brand that is synonymous with quality, comfort and style, the Serta Back in Motion Health &amp; Wellness Super Mid-Back Office Chair offers an amazing new support feature called Active Seating Technology (AST). AST offers continuous motion and support by pivoting the seat and lumbar with you as you move. AST also has been shown to replicate the pelvic tilt exercise which can be good for reducing seated discomfort. The sum total offers your back a continuous support experience you've never felt before in an office chair. Next, is the soft and supple upholstery in smooth black eco-friendly bonded leather with contrast stitching. The deep, ergo layered body pillows offer the body a serene and tranquil seating experience. Stylish push-button height adjustable padded armrests for precise arm positioning and added hand, wrist and forearm comfort. Measures 27-Inch wide by 30-Inch deep by 43.75-Inch high. It is delivered in 1 box measuring 31-Inch long by 25.25-Inch wide by 18-Inch high. 1 year limited warranty. Product assembly is required. Designed in the USA. Manufacturer style number is 44186."", ""For more than 75 years, Serta has been an industry leader in comfort products worldwide. That tradition of innovation and quality continues today. From a brand that is synonymous with quality, comfort and style, the Serta Back in Motion Health & Wellness Super Mid-Back Office Chair offers an amazing new support feature called Active Seating Technology (AST). AST offers continuous motion and support by pivoting the seat and lumbar with you as you move. AST also has been shown to replicate the pelvic tilt exercise which can be good for reducing seated discomfort. The sum total offers your back a continuous support experience you've never felt before in an office chair. Next, is the soft and supple upholstery in smooth black eco-friendly bonded leather with contrast stitching. The deep, ergo layered body pillows offer the body a serene and tranquil seating experience. Stylish push-button height adjustable padded armrests for precise arm positioning and added hand, wrist and forearm comfort. Measures 27-Inch wide by 30-Inch deep by 43.75-Inch high. It is delivered in 1 box measuring 31-Inch long by 25.25-Inch wide by 18-Inch high. 1 year limited warranty. Product assembly is required. Designed in the USA. Manufacturer style number is 44186 .""]",Serta,"July 31, 2013",
1178,B00EUU5HW2,"Serta Back in Motion Health and Wellness Executive Office Chair, Black","[""For more than 75 years, Serta has been an industry leader in comfort products worldwide. That tradition of innovation and quality continues today. From a brand that is synonymous with quality, comfort and style, the Serta Back in Motion Health &amp; Wellness Manager's Office Chair offers an amazing new support feature called Active Seating Technology (AST). AST offers continuous motion and support by pivoting the seat and lumbar with you as you move. AST also has been shown to replicate the pelvic tilt exercise which can be good for reducing seated discomfort. The sum total offers your back a continuous support experience you've never felt before in an office chair. Next, is the soft and supple upholstery in smooth black eco-friendly bonded leather with contrast stitching. The deep, ergo layered body pillows with breathable perforated zones offer the body a serene and tranquil seating experience. Hand sculpted Iridescent Silver painted arms with soft padded armrests for exceptional hand, wrist, and forearm comfort. Measures 25.25-Inch wide by 28.25-Inch deep by 45.5-Inch high. It is delivered in 1 box measuring 28.25-Inch long by 25.25-Inch wide by 17.75-Inch high. 1 year limited warranty. Product assembly is required. Designed in the USA. Manufacturer style number is 43521.""]",Serta,"July 31, 2013",$28.39
1179,B00EYGHQY4,"Boss B220-GY Tiffany CaressoftPlus Chair, Grey","['Beautifully upholstered in Grey CaressoftPlus?. spring tilt mechanism. Upright locking position. Pneumatic gas lift seat Height adjustment. Adjustable tilt tension control. 25"" chrome base. Hooded double wheel casters. Available in pink (pk), black (BK) or fur cream (fcrm).']",Boss Office Products,"March 15, 2013",$14.20
1180,B00EYKC1T0,Manhattan Comfort Phillipe Starck Louis XVI Ghost Chair (1),"['Create a beautiful and artistic statement with the Louis Inspired Ghost Chair. This chair will lighten up any room and provide a grand statement. The transparency of the chair allows it to take up less space visually as with a solid chair. The versatility of this chair makes it look great in any contemporary indoor setting,but suitable for outdoor seating as well. Showing off this masterpiece will also not break your budget,but will just look like you did! The lightweight quality built chair was built to give you years of use and comfort.']",Manhattan Comfort,"September 3, 2013",
1181,B00EYQK86M,Adeco Back-To-School Sale! Executive Manager Black PU Leather Office Desk Gaming Computer Chair,"['This comfortable office chair is an excellent addition to your office or workspace. With a full back for support, and included armrests, you can surf the web or complete your work in style and comfort. A rolling base adds versatility and ease, and with a modern design and Black color, this chair fits complements any decor.']",Adeco,"September 4, 2013",
1182,B00F1YQFBI,Arcade stool adjustable roller chair seat for cocktail or sit down style arcade jamma or mame games,"['Arcade stool adjustable roller chair seat With a thick cushion, integrated 15"" to 20"" lift range, the pneumatic adjustable roller seat is as practical as it is comfortable. Non-marring casters allows for smooth mobility while the 360 degree swivel seat and one hand height adjustment lever provide perfect positioning of the seat for the job at hand. Pneumatic lift range: 15"" to 20"" - 15"" is the perfect seat / stool height for cocktail arcade games. Non-marring casters 300 lb. weight capacity 360 degree swivel seat Thick, comfortable vinyl cushion Jamma Stool / Seat = Seat Size is 12"" diameter by 2"" thick. Overall dimensions: 19-1/6"" H x 15-1/4"" diameter Search_Phases: Jamma Cabinet, Arcade Cabinet, Cocktail Case, MAME case, Arcade cabinets for sale, MAME cabinet, Cocktail Cabinet, arcade cabinet, arcade case Jamma 60-in-1 PCB, iCade, Arcade Multigame, Multicade board, JAMMA, Jamma PCB, Jamma 60-in-1, 60 in 1, Jamma Boards, 60 in 1 Arcade, 60 in 1 Jamma, 19 in 1 jamma, Jamma Arcade, iCade 60 in 1, iCade 60-in-1, Jamma 302-in-1, Jamma 302 in 1, Jamma 19-in1, Jamma 19 in 1, Jamma Board, Jamma Boards, Cocktail Arcade, Jamma Button, Arcade Seat, Arcade Stool, Arcade Chair, arcade game stool, arcade game seat, arcade game chair']",RetroArcade.us,,
1183,B00F4NI0DW,"Lorell LLR84576 Fabric Guest Chair, 5&quot; Height X 29.5&quot; Width X 51.2&quot; Length, Black","['With fabric-upholstered, padded seat and back, this guest chair offers deluxe comfort for your waiting room. Sturdy construction features a plywood core for the seat and back, black plastic arm caps and metal frame with a powder-coat finish. Sled base with stabilizing feet offers a balanced, supportive foundation for your guests. Weight capacity is 250 lb. Chair meets or exceeds ANSI/BIFMA standards.']",Lorell,"September 12, 2013",$14.20
1184,B00F59LT74,"HON Prominent High Back Task Chair - Mesh Computer Chair with Arms for Office Desk, Black (HVL532)","['This HON Prominent task chair is engineered for performance. The adjustable seat height and depth fit your legs, and the adaptable lumbar support, and 2-way arms conform to the upper body. The high-performance asynchronous tilt lets you fine-tune your posture to address any task. The back is breathable mesh for comfort. Seat upholstery color is Black and back mesh color is Black.']",HON,"March 30, 2011",$21.29
1185,B00F63G7V2,"WorkPro Mobility Multifunction Fabric Task Chair, Black/Black",[],WORKPRO,"April 24, 2014",$28.40
1186,B00F63II0U,"Realspace Eaton Mid-Back Bonded Leather Chair, Tan/Black","['Stylish, comfortable seating for your workspace Recommended for moderate use 3-6 hours per day.']",Realspace,"September 13, 2013",$14.20
1187,B00F63OLJM,"Realspace Caldwell Executive High-Back Bonded Leather Chair, Black","['Featuring a tufted, pillowed look, this high-back executive chair keeps you comfortable and productive during long sessions. This leather executive chair in black has a classic design that adds a professional look to virtually any office. Overall Dimensions: 47 3/4""H x 28""W x 31""D. Double-layer foam cushioning and pillow padding make this executive bonded leather chair comfortable, even during a long work day. Lumbar cushioning supports your lower back and the natural curve of your spine. The gently curved back cushion provides soft support where your back needs it most, so you\'ll experience less fatigue during long periods of sitting. Armrests help alleviate shoulder strain. 1-touch seat-height adjustment for proper posture. Waterfall seat cushion slopes slightly downward to help reduce stress on your legs. The generously sized seat cushion features a gentle downward slope toward the back of your knees to help alleviate pressure and promote circulation in the legs. Dual-wheel casters for smooth mobility. Tilt controls offer optimal positioning. Tilt angle adjustment and tilt tension adjustment allow you to customize your desired position and rate of recline. Weight capacity tested to support up to 250 lb. Meets or exceeds ANSI/BIFMA Performance Standards. Chair has met quality standards for safety and durability established by the American National Standards Institute (ANSI) and the Business and Institutional Furniture Manufacturers Association (BIFMA). Easy assembly instructions included. Backed by the manufacturer\'s 5-year limited warranty. GREENGUARD certified for healthier indoor air quality. Manufactured with reduced harsh chemicals and with processes that are \'low VOC\' (low in volatile organic compounds).']",Realspace,"February 12, 2014",
1188,B00F63RE50,"Style@Work By Thomasville(R) Vanarro High-Back Chair, Black/Chrome",[],,"July 31, 2015",
1189,B00F63RRP2,"Ruzzi Mid-Back Mesh Chair, 37 3/4-41 1/2In.H X 24 1/2In.W X 27In.D, Black","['The clean, simple lines of the Brenton Studio Ruzzi mid-back mesh chair give your office efficient, up-to-date appeal. A mesh chair in always-appealing black will certainly add a new comfort and renewed energy to your office. Overall dimensions: 37 3/4-41 1/2""H x 24 1/2""W x 27""D. Ruzzi mid-back mesh chair features a body-friendly design with soft, layered cushioning to provide comfort throughout your work day. Tough engineering keeps the chair looking new for years. Streamlined armrests create a comfortable resting place for your arms and elbows. Tilt controls for optimal positioning. Sit back and relax! Tilt tension control lets you adjust the ease and rate of the chair\'s recline while the tilt lock lets you lock it in the upright position. 1-touch seat-height adjustment makes it easy to raise or lower your seat. Pneumatic adjustment helps you find your ideal position  thighs level with the floor and feet flat. Waterfall seat cushion slopes slightly downward to help reduce stress on your legs. Weight capacity tested to support up to 250 lb. Meets or exceeds ANSI/BIFMA performance standards. Assembly required.']",Unknown,"September 13, 2013",$21.30
1190,B00F63SI1E,"Realspace Bradford Executive Big &amp; Tall Tufted Bonded Leather Chair, Cherry/Matte Black","['Traditional good looks never go out of style. Add a big and tall executive chair with button tufting to your workspace for a timeless air of professionalism and elegance. Plus, an extra-large office chair ensures you feel refreshed and ready to take on each day\'s tasks. A rich Cherry finish accents the arms and legs. Extra-large office chair measures 48""H x 27 3/4""W x 30"". Ergonomic memory foam in the lumbar and seat area offer excellent comfort and support. Seat height adjusts with one touch! Adjustable tilt angle and tilt tension with lock help you find your optimal seat position. Armrests help relieve strain on your upper body. Meets and/or exceeds ANSI/BIFMA performance standards. Waterfall seat cushion slopes slightly downward to help reduce stress on your legs. Weight capacity tested to support up to 350 lb. Simple assembly is required. Backed by the manufacturer\'s 10-year limited warranty. Black tufted leather chair acts as an attractive accent piece for your office dcor. Greener choice  contains 50% postconsumer recycled content. GREENGUARD certified for healthier indoor air quality. Manufactured with reduced harsh chemicals and with processes that are \'low VOC\' (low in volatile organic compounds).']",Realspace,"September 13, 2013",
1191,B00F63SJRW,"Realspace Fosner High-Back Bonded Leather Chair, 48&quot;H x 28 3/8&quot;W x 30 7/10&quot;D, Cabernet","['Power through your busy day at the office in a Realspace office chair that offers adjustable options and curved, cushioned armrests to help relieve shoulder strain. The Realspace Fosner high-back bonded leather chair takes care of you while you work. Feel good choosing Realspace chairs with recycled bonded leather and comfortable foam cushioning. The environmentally conscious Fosner chair features Antigua bonded leather seating surfaces made from recycled leather and leather scraps. Seat height adjusts with a simple touch. Adjustable tilt angle and tension with lock let you find your optimal position. Lumbar feature supports your lower back and enhances the natural curve of your spine. Meets or exceeds ANSI/BIFMA Performance Standards. Fosner high-back chair has met quality standards for safety and durability established by the American National Standards Institute (ANSI) and the Business and Institutional Furniture Manufacturers Association (BIFMA). Dual-wheel casters on a 5-star nylon base for added stability. Waterfall seat cushion slopes slightly downward to help reduce stress on your legs. Easy assembly instructions are included. Weight capacity tested to support up to 250 lb.']",Realspace,"September 13, 2013",
1192,B00F9HQ53K,"Innovex Sella Ergonomic Chair, White","[""The white Sella high back executive bonded leather chair has the seat cushioning you'll need to toil away those long hours at the office. Complete with cushioned arm rests, the ergonomic design will add comfort and elegance to your home and office.""]",Innovex,"September 17, 2013",
1193,B00F9HQ5W6,"Innovex Imperium Bonded Leather Chair, Brown","[""The Imperium high back executive bonded leather chair has the seat cushioning you'll need to toil away those long hours at the office. Complete with head rest support padding, the ergonomic design will add comfort and elegance to your home and office.""]",Innovex,"September 17, 2013",$21.29
1194,B00F9HQ6BQ,Innovex CO575L29 Excelsus Ergonomic High Back Executive Adjustable Swivel Office Task Chair with thick padded bonded leather arm rests and comfortable cushioned seat.,"[""This high back executive bonded leather chair has the seat cushioning you'll need to toil away those long hours at the office. Complete with head rest support and arm rest padding, the ergonomic design will add comfort and elegance to your home and office.""]",Innovex,"September 17, 2013",$21.30
1195,B00FAC5DXW,Mid-Back Network Office Chair Color: White / Orange,"['OFC-NET W+OR Color: White / Orange Features: -Castors for mobility.-Swivels 360 degrees.-Adjustable tilt and tension.-Adjustable height.-BIFMA certified.-36.5&quot; - 39.5&quot; H x 25&quot; W x 22&quot; D, 23 lbs. Warranty: -90 Days limited warranty.']",LumiSource,"September 19, 2013",
1196,B00FB5UI3I,Hello Kitty Desk Chair,"['Sit like a princess with the Queen of Cute, Hello Kitty! The Hello Kitty desk chair is the perfect accent piece for any fan of the adorable white cat. Going beyond just cute, the Hello Kitty chair is solidly construction and fully upholstered, making it a perfect match with the Hello Kitty Desk. \n\nUpholstered pink microfiber chair seat\nEmbossed Hello Kitty bow chair back\nSolid wood legs\nLight assembly required\nDimensions: 36""H x 19""W x 23""D. Seat Height 18""H']",Najarian Furniture,,
1197,B00FBN45RU,Setu Chair by Herman Miller: Ribbon Arms - Standard Carpet Casters - Chino Frame/H-Alloy Base/Mango Lyris,"[""There's a height adjustment. That's it. How refreshing! Setu is such a sophisticated task chair that its movement and conformation to your body are controlled simply by your weight when you sit down. This innovation is made possible by the simple complexity of the chair's Kinematic Spine, designed to combine strength and a flexibility that bends and moves automatically with your every move. And by the elastomeric fabric that provides superior suspension and conforms to your contours. Simplicity created by geometry: Mathematics replaces mechanisms."", '', '<b>Features:</b>', ""<b>The Not-so-secret Secret: Polypropylene:</b> After testing dozens of materials, we found that the smartest solution was also the simplestthe same material used to make toothbrushes and garbage cans. It's the unique combination of two different polypropylenesone for the spine, another for the spokesthat helps create the perfect combination of strength and flex in a lightweight and durable form."", '<b>Cool and Supple:</b> Lyris 2 suspension material is an advance in support. Air flow keeps you cool. The materials double interlocking weave construction adds strength and durability for a firm sit and a distinctive sheen. Working in concert with the spine, Lyris 2 distributes your weight evenly and conforms to your contours. Its another example of elegance in the name of performance.', '<b>Less IsLess Impact on the Earth:</b> Setu chairs are manufactured using 100 percent green electrical energyhalf from wind and half from captured landfill off-gassing. And the production produces no air or water emissions. The chair weighs only 18 pounds. The durable uncoated H-Alloy aluminum base is naturally anti-corrosive and requires no harmful toxins. Made with 42 percent recycled materials, Setu chairs are 93 percent recyclable.', '<b>Task-ready:</b> The Setu chair has a five-star base for stability while working and casters to keep you mobile.', '']",Herman Miller,"May 20, 2016",
1198,B00FBN704K,Setu Chair by Herman Miller: Armless - Standard Carpet Casters - Studio White Frame/H-Alloy Base/Alpine Lyris,"[""There's a height adjustment. That's it. How refreshing! Setu is such a sophisticated task chair that its movement and conformation to your body are controlled simply by your weight when you sit down. This innovation is made possible by the simple complexity of the chair's Kinematic Spine, designed to combine strength and a flexibility that bends and moves automatically with your every move. And by the elastomeric fabric that provides superior suspension and conforms to your contours. Simplicity created by geometry: Mathematics replaces mechanisms."", '', '<b>Features:</b>', ""<b>The Not-so-secret Secret: Polypropylene:</b> After testing dozens of materials, we found that the smartest solution was also the simplestthe same material used to make toothbrushes and garbage cans. It's the unique combination of two different polypropylenesone for the spine, another for the spokesthat helps create the perfect combination of strength and flex in a lightweight and durable form."", '<b>Cool and Supple:</b> Lyris 2 suspension material is an advance in support. Air flow keeps you cool. The materials double interlocking weave construction adds strength and durability for a firm sit and a distinctive sheen. Working in concert with the spine, Lyris 2 distributes your weight evenly and conforms to your contours. Its another example of elegance in the name of performance.', '<b>Less IsLess Impact on the Earth:</b> Setu chairs are manufactured using 100 percent green electrical energyhalf from wind and half from captured landfill off-gassing. And the production produces no air or water emissions. The chair weighs only 18 pounds. The durable uncoated H-Alloy aluminum base is naturally anti-corrosive and requires no harmful toxins. Made with 42 percent recycled materials, Setu chairs are 93 percent recyclable.', '<b>Task-ready:</b> The Setu chair has a five-star base for stability while working and casters to keep you mobile.', '']",Herman Miller,"September 20, 2013",
1199,B00FEYLJPW,"WOYBR OFC-NET W+SMBU Polypropylene, Fabric Network Office Chair, 22&rsquo;&rsquo; Lx25&rsquo;&rsquo; Wx36.6-39.5&rsquo;&rsquo; H, White/Smoked Blue","['For a basic, yet sleek design, try the network office chair. It adds a touch of modern flair to your home office, conference room, or board room. The padded seat and lumbar support creates comfort for the long days at work. The network office chair offers a comfortable PE backrest, adjustable Height, adaptable tilt & tension, and swivels 360 degrees. It sits atop a sturdy 5-point metal base and casters for mobility. Bifma certified.']",WOYBR,"November 1, 2011",$21.30
1200,B00FGGLOBM,Safavieh Home Collection Lysette Cream Desk Chair,"['Executive sweet: The elegant and hard-working Lysette Desk Chair is headed for a corner office. With tall back and streamlined curvy arms, this comfy chair is adjustable and moveable with rubber wheels. Upholstered with white PVC faux leather for durability and easy care.']",Safavieh,,$21.30
1201,B00FGGLOVW,"Safavieh Home Collection Hal Grey Desk Chair, Black","['There can there be fun in functional with this tall, armless grey PVC faux leather desk chair. It brings any office space up to date with clean, modern lines, an adjustable, durable seat and plastic wheels that glide to make 9 to 5 the new happy hour.']",Safavieh,,$14.19
1202,B00FGGLPLQ,Safavieh Home Collection Pier Cream Desk Chair,"[""It's a mod, mod world. And the Pier desk chair brings a dose of contemporary style to the home office with its rolled open back, ample seat and sleek armrests. Crafted with rubber wheels for easy mobility and upholstered in white synthetic leather, it's adjustable and built to withstand the daily grind.""]",Safavieh,,$14.19
1203,B00FGGLQEC,Safavieh Home Collection Belinda Grey Desk Chair,"['Lean back and give an executive order. The Belinda Desk Chair offers a smooth ride on the way to the top with its indulgent headrest, adjustable seat and sleek Madison Avenue style. Crafted rubber rollers and upholstered in a chic combination of grey mesh and PVC leather, it will be your most reliable worker.']",Safavieh,"September 27, 2013",$28.39
1204,B00FKFKGLI,"Office Star Mid Back Bonded Leather Executives Chair with Padded Flip Arms and Titanium Coated Accents, Black",['Work Smart executive Mid back bonded leather chair with adjustable padded flip arms. Thick padded contour bonded leather seat and back with built-in lumbar support. One touch pneumatic seat Height adjustment. Locking tilt control with adjustable tilt tension'],Office Star,"October 1, 2013",$21.30
1205,B00FKLSJYI,14 inch Resin Chair - Desert Sand - Set of 6,[],,"October 21, 2016",
1206,B00FL3T1WE,"Office Star Breathable Screen Back and Bonded Leather Seat Managers Chair with Flip Arms and Silver Coated Accents, Black",['Work Smart screen back and bonded leather seat Managers chair. Breathable screen back with built-in lumbar support. Thick padded contoured bonded leather seat. One touch pneumatic seat Height adjustment'],Office Star,"October 2, 2013",$21.30
1207,B00FL3VIEI,"Office Star Breathable Screen Back and Bonded Leather Seat Managers Chair with Flip Arms and Titanium Coated Accents, Black",['Work Smart screen back and mesh seat Managers chair. Breathable screen back with built-in lumbar support. Thick padded contoured mesh seat. One touch pneumatic seat Height adjustment'],Office Star,"October 2, 2013",$28.40
1208,B00FNXZ2IY,Stylish Mid-Back Mesh Office Chair With Adjustable Arms. Color: Black,['Techni Mobili Stylish Mid-Back Mesh Office Chair is a mesh mid-back chair with lumbar support. Seat features TechniFlex upholstery and flip-up armrests. Features breathable mesh back support and height adjustable tilt tension control. Sits on a large durable nylon base with non-marking nylon casters. It is ready and easy to assemble . Includes a 2 Year Warranty. Weight capacity 220 Lbs.'],Techni Mobili,"October 5, 2013",$14.20
1209,B00FO79WDU,Inskeppa Safari Collection Kid's Lion Wood Chair. Cute Design and Functional Chair for Any Room,[],Inskeppa,"January 24, 2015",
1210,B00FO7IEO8,Inskeppa Safari Collection Kid's Elephant Wood Chair. Cute Design and Functional Chair for Any Room,[],Inskeppa,"November 4, 2013",
1211,B00FO7J9IS,Inskeppa Safari Collection Kid's Giraffe Wood Chair. Cute Design and Functional Chair for Any Room,[],,"October 1, 2016",
1212,B00FO7JZQY,Inskeppa Safari Collection Kid's Zebra Wood Chair. Cute Design and Functional Chair for Any Room,['Zebra wooden chair'],Inskeppa,"November 4, 2013",
1213,B00FQLKWCO,HON Purpose Mid-Back Chair | YouFit Flex Motion | Adjustable Arms | Onyx Shell | Black Base | Black Fabric,"[""HON Purpose seating has innovative YouFit technology for a tailored fit. This mid-back chair has three distinct flex zones to support the user's range of postures, including sitting, reclining or perching. Chair has upholstered seat and back cushions. Shell color is Onyx, fabric color is Black and base color is Black.""]",HON,"October 9, 2013",$42.60
1214,B00FRHAW9U,Chelsea Home Furniture 3544790 Desk Chair,['Solid ponderosa pine frame construction with rounded edges for strong and safe youth furniture with Baltic birch plywood filler panels for a smooth feel and finish. Cinnamon made in united states.'],Chelsea Home Furniture,"October 9, 2013",
1215,B00FSVBJVU,Leap Chair by Steelcase: Black Base - Hard Floor Casters - Black Fabric V2,"[""The streamlined, stylish contour of the Steelcase Leap chair is just the beginning. The Leap is the first chair that actually changes shape to support your movements! With its Live Back technology, it moves dynamically as your back moves, mimicking the movement of your spine; the arms of the chair move in and out, forward and back; the seat glides forward so you can recline without leaving your vision and reach zone, and stay oriented to your work. Even when leaning forward, the seat edge flexes to relieve pressure on the back of the legs. In short, the Leap chair's ergonomic advances allow you to work comfortably, and more productively, in a proven healthy manner for extended periods of time."", '', '<b>Features:</b>', '<b>Live Back technology:</b> This built-in ergonomic design allows the back of the seat to change shape to support your entire spine.', ""<b>Natural Glide System:</b> The seat glides forward so you can recline without leaving your Vision and Reach Zone, and stay oriented to your work. This encourages more varied postures so there's less static load on the spine."", '<b>Thermal Comfort:</b> Because of slats in both its back and seat, and the special foam it uses, the Leap chair offers excellent breathability.', ""<b>Lower Back Firmness control:</b> This control enables you to set a constant amount of firmness to help maintain your lower spine's natural curve."", '<b>Upper Back Force control:</b> Upper back force control enables you to set the amount of ""push back"" that you desire as you recline.', '<b>Adjustable Seat Depth:</b> Adjustable seat depth accommodates different body shapes for long-term comfort.', '<b>Flexible Seat Edge:</b> When you recline or lean forward, the seat edge flexes to relieve pressure on the back of the legs.', '<b>Adjustable Arms:</b> Arms telescope in and out, move forward and back, pivot and adjust up and down so you can find a position that comfortably supports the wrists, forearms, shoulders and neck.']",Steelcase,"October 11, 2013",
1216,B00FSVF82G,Mirra Chair by Herman Miller: Fully Featured - Standard Carpet Casters - Graphite on Graphite,"[""Mirra by Herman Miller is an innovative blend of passive and active adjustments that represents a new reference point for performance, asthetics, and value in ergonomic task chairs. Offering more support with less material, the chair's built-in passive and highly intuitive active adjustments means that its single size can accommodate a broad range of body types. It automatically shapes itself to each user, while a few simple adjustments fine-tune the fit and feel."", '', '<b>Features:</b>', ""<b>Breathable AireWeave suspension:</b> Mirra's mesh seating surface evenly distributes weight and dissipates heat."", ""<b>Frameless TriFlex back:</b> Firm, flexible Polymer back yields to the user's body shape to provide continuous support to the entire spine."", '<b>Passive PostureFit camber shape:</b> Gives healthful, comfortable support to the lower back below the beltline.', '<b>Pneumatic Height Adjustment:</b> The seat height adjustment uses compressed air to raise or lower the seat height.', '<b>Harmonic Tilt:</b> A built-in mechanism creates balanced pivot points at the hip, knee, and ankle.', ""<b>Manufacturer's Warranty:</b> The Mirra chair comes with a 12-year manufacturer's warranty."", '<b>Environmental Benefits:</b> Composed of 42 percent recycled material, and 96 percent recyclable itself, Mirra is a responsible, sustainable chair.', '']",Herman Miller,"October 11, 2013",
1217,B00FU0D2KK,Whalen WC-668 Cordilera Lumbar Adjustable Managers Chair,"[""Ergonomic manager's office chair features padding and fit in all the right places. Lumbar support is provided by an adjustable lumbar pillow that can even be removed for certain users. The head rest is defined by additional padding for extra support. Flip-back arms allow the chair to roll up close to the desk when needed. Arm rests are comfortably padded. Rich black, bonded leather upholstery enhances the executive performance and look. Whalen designs, develops and delivers quality home furniture that are rich in the value, trend and innovation. Our manufacturing expertise is highlighted by time-honored construction techniques using quality wood materials, metal, glass and upholstery. Every Whalen product incorporates industry-best features at a cost that provides today's families freedom and options when decorating their home or office. Designed for today and built for tomorrow, each piece of furniture is created for the way you live and work. Whalen products deliver.""]",Whalen Furniture,"September 13, 2013",
1218,B00FU0D2TG,Whalen WC-667 Chelsen Button Leather Managers Chair,"[""Comfort-minded office chair with bucket-style seating cushions the body and provides ultimate fit and performance. Stable base features heavy-duty casters and warm, metallic finish that will complement any dcor. Arm rests are comfortably padded. Adjustable tilt tension control, pneumatic height control and tilt. Whalen designs, develops and delivers quality home furniture that are rich in the value, trend and innovation. Our manufacturing expertise is highlighted by time-honored construction techniques using quality wood materials, metal, glass and upholstery. Every Whalen product incorporates industry-best features at a cost that provides today's families freedom and options when decorating their home or office. Designed for today and built for tomorrow, each piece of furniture is created for the way you live and work. Whalen products deliver.""]",Whalen Furniture,"September 13, 2013",
1219,B00FW1AHP0,Best Choice Products Ergonomic Mesh Computer Office Desk Task Midback Task Chair w/Metal Base New,"['Best Choice Products presents the new Ergonomic Mesh Office Chair. This office chair combines a modern appearance with a comfortable design, contributing to a cozy and up-to-date office. The thick, padded mesh seat and padded armrests will allow you to work comfortably throughout the day, and the heavy-duty metal base of the chair will provide strength and stability for a chair that will last for years. This chair features a breathable air grid mesh back support and eliminates restrictions with the tilt and 360 swivel mechanisms. Bring comfort to your work environment with the Ergonomic Mesh Office Chair by Best Choice Products! SPECIFICATIONS: Overall Dimensions: 18(W) x 19(Depth) x 39(H); Backrest Dimensions: 19(H); Floor-to-seat Dimensions: 18-22(H); Weight Capacity: 250 lbs.; Weight: 21.4 lbs; Color: Black; Material: Metal, Mesh, Nylon; Assembly required (with instructions).']",BEST CHOICE PRODUCTS,,$8.43
1220,B00FX5SI06,"Brenton Studio Mesh Mid-Back Chair, Navy Blue/Black",[],,"April 24, 2014",$34.99
1221,B00G0JOMF4,"HON IW801NT10 Ignition Series Big and Tall Mid-Back Work Chair with Black Fabric Upholstery, Black","['Fits your body, your work and your space. Pneumatic seat height adjustment moves the seat up and down to adapt to various body heights. Controls on this chair are easy to reach and simple to understand, featuring only two levers and front-access tilt tension. Specially engineered and warranted for users up to 450 lbs. Recommended Applications: General Office & Task; Seat/Back Color: Black; Arms Included: Yes; Arm Style: T-Bar.']",HON,"October 17, 2013",$55.99
1222,B00G0OCWT2,Whalen Furniture WC-A017 Kenai Comfort Back Managers Chair,"[""Ultra-plush office chair with vertically integrated cushions provides maximum fit and comfort. Waterfall seat design enhances ergonomics as well. Upholstery features stylish mix of black bonded leather with cooling nylon mesh accents. Pneumatic seat height adjustment, tilt control and stable five-star base with durable casters. Whalen designs, develops and delivers quality home furniture that are rich in the value, trend and innovation. Our manufacturing expertise is highlighted by time-honored construction techniques using quality wood materials, metal, glass and upholstery. Every Whalen product incorporates industry-best features at a cost that provides today's families freedom and options when decorating their home or office. Designed for today and built for tomorrow, each piece of furniture is created for the way you live and work. Whalen products deliver.""]",Whalen Furniture,"October 16, 2013",
1223,B00G0OCX0U,Whalen Furniture WC-642 Steele Modern Managers Chair,"[""High-tech office chair with steel frame and satin nickel finish. Frame provides stability and a modern look. Bonded leather upholstery in with beautiful Coffee brown tone. Comfortably padded seat and arms for hours of use. Arms flip up for positioning chair close to desk for ergonomic computing. Integrated lumbar support, smooth-rolling casters, tilt and height adjustment. Whalen designs, develops and delivers quality home furniture that are rich in the value, trend and innovation. Our manufacturing expertise is highlighted by time-honored construction techniques using quality wood materials, metal, glass and upholstery. Every Whalen product incorporates industry-best features at a cost that provides today's families freedom and options when decorating their home or office. Designed for today and built for tomorrow, each piece of furniture is created for the way you live and work. Whalen products deliver.""]",Whalen Furniture,"October 16, 2013",
1224,B00G0OCY36,Whalen Furniture WC-666 Graysen Mesh and Twill Managers Task Chair,"[""Performance task chair with the cooling support of a black mesh back. Generously padded seat and arm rests. Finger-tip controls provide easy adjustability of seat height, tilt and tilt-lock. Arms flip up for close access to computer desk. Ideal chair for commercial or home office use. Whalen designs, develops and delivers quality home furniture that are rich in the value, trend and innovation. Our manufacturing expertise is highlighted by time-honored construction techniques using quality wood materials, metal, glass and upholstery. Every Whalen product incorporates industry-best features at a cost that provides today's families freedom and options when decorating their home or office. Designed for today and built for tomorrow, each piece of furniture is created for the way you live and work. Whalen products deliver.""]",Whalen Furniture,"October 16, 2013",
